ИдентификаторЛота;Идентификатор;Организатор;Тендер;СуммаЛота;ОписаниеТендера;Лот;Адрес поставки;АдресОрганизатора;Главный орган;IDOrganizator;Заклад-замовник;Назва закладу
UA-2019-08-14-000570-c-L1;UA-2019-08-14-000570-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Столярні та теслярні роботи (заміна дверних блоків в ДНЗ ""Малятко"")";160725.6;;"Столярні та теслярні роботи (заміна дверних блоків в ДНЗ ""Малятко"")";вул. Шолом-Алейхема, 87;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-08-14-000688-c-L1;UA-2019-08-14-000688-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Інші завершальні будівельні роботи (ремонт покрівлі павільйонів в ДНЗ ""Малятко"")";75022.8;;"Інші завершальні будівельні роботи (ремонт покрівлі павільйонів в ДНЗ ""Малятко"")";вул. Шолом-Алейхема, 87;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-24-000463-c-L1;UA-2019-06-24-000463-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт ДНЗ ""Ромашка"")";115000;"Завершальні будівельні роботи (поточний ремонт ДНЗ ""Ромашка"")";"Завершальні будівельні роботи (поточний ремонт ДНЗ ""Ромашка"")";вул. М. Лагунової, 3-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-08-09-000613-c-L1;UA-2019-08-09-000613-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Теремки"")";174702.85;;"Завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Теремки"")";вул. Володимира Великого, 4А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-19-002887-c-L1;UA-2019-06-19-002887-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Електричні побутові прилади (пилососи миючі);120000;Електричні побутові прилади (пилососи миючі);Електричні побутові прилади (пилососи миючі);заклади освіти;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-07-29-000015-c-L1;UA-2019-07-29-000015-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Ялинка"")";169881.45;"Завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Ялинка"")";"Завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Ялинка"")";вул. Булодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-05-31-000673-c-L1;UA-2019-05-31-000673-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Встановлення систем пожежної сигналізації (монтаж автоматичної системи пожежної сигналізації, системи оповіщення про пожежу та управління евакуацією людей, передавання тривожних сповіщень на пульт централізованого пожежного спостереження об'єкту: Дошкільний навчальний заклад (ясла-садок) комбінованого типу ""Зірочка"")";166500;"Встановлення систем пожежної сигналізації (монтаж автоматичної системи пожежної сигналізації, системи оповіщення про пожежу та управління евакуацією людей, передавання тривожних сповіщень на пульт централізованого пожежного спостереження об'єкту: Дошкільний навчальний заклад (ясла-садок) комбінованого типу ""Зірочка"")";"Встановлення систем пожежної сигналізації (монтаж автоматичної системи пожежної сигналізації, системи оповіщення про пожежу та управління евакуацією людей, передавання тривожних сповіщень на пульт централізованого пожежного спостереження об'єкту: Дошкільний навчальний заклад (ясла-садок) комбінованого типу ""Зірочка"")";вул. Ярослава Мудрого, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-21-000806-c-L1;UA-2019-06-21-000806-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Інші завершальні будівельні роботи (поточний ремонт приміщення групової та спальні ДНЗ ""Теремок"")";135324;"Інші завершальні будівельні роботи (поточний ремонт приміщення групової та спальні ДНЗ ""Теремок"")";"Інші завершальні будівельні роботи (поточний ремонт приміщення групової та спальні ДНЗ ""Теремок"")";вул. М. Лагунової, 4-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-05-10-000684-c-L1;UA-2019-05-10-000684-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Інші завершальні будівельні роботи (поточний ремонт приміщення групової та спальні ДНЗ ""Теремок"")";295000;"Інші завершальні будівельні роботи (поточний ремонт приміщення групової та спальні ДНЗ ""Теремок"")";"Інші завершальні будівельні роботи (поточний ремонт приміщення групової та спальні ДНЗ ""Теремок"")";бульвар Нежалежності, 5а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-12-000167-c-L1;UA-2019-06-12-000167-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт підлоги в групах ДНЗ ""Барвінок"")";127388;"Завершальні будівельні роботи (поточний ремонт підлоги в групах ДНЗ ""Барвінок"")";"Завершальні будівельні роботи (поточний ремонт підлоги в групах ДНЗ ""Барвінок"")";вул. Короленка, 57-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-07-11-000314-c-L1;UA-2019-07-11-000314-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт підлоги в групах ДНЗ ""Барвінок"")";8613;"Завершальні будівельні роботи (поточний ремонт підлоги в групах ДНЗ ""Барвінок"")";"Завершальні будівельні роботи (поточний ремонт підлоги в групах ДНЗ ""Барвінок"")";вул. Короленка, 57-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-05-30-001210-c-L1;UA-2019-05-30-001210-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Інші завершальні будівельні роботи 
(поточний ремонт пожежних виходів навчального закладу (ясла-садок) комбінованого типу ""Золотий ключик"")
";194000;"Інші завершальні будівельні роботи 
(поточний ремонт пожежних виходів навчального закладу (ясла-садок) комбінованого типу ""Золотий ключик"")
";"Інші завершальні будівельні роботи 
(поточний ремонт пожежних виходів навчального закладу (ясла-садок) комбінованого типу ""Золотий ключик"")
";вул. Героїв УПА, 3-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-05-21-000623-c-L1;UA-2019-05-21-000623-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт приміщень роздягалень ДНЗ ""Теремок"")";120000;"Завершальні будівельні роботи (поточний ремонт приміщень роздягалень ДНЗ ""Теремок"")";"Завершальні будівельні роботи (поточний ремонт приміщень роздягалень ДНЗ ""Теремок"")";бульвар Нежалежності, 5а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-13-000008-c-L1;UA-2019-06-13-000008-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ластівка"""")";13075;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ластівка"""")";"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ластівка"""")";вул. Київська, 306;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-13-000013-c-L1;UA-2019-06-13-000013-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Віночок"" (ясла)"")";59284;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Віночок"" (ясла)"")";"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Віночок"" (ясла)"")";вул. Благодатна, 130;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-13-000023-c-L1;UA-2019-06-13-000023-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Зірочка"""")";13075;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Зірочка"""")";"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Зірочка"""")";вул. Я. Мудрого, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-13-000040-c-L1;UA-2019-06-13-000040-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ялинка"""")";42268;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ялинка"""")";"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ялинка"""")";вул. Білодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-12-000624-c-L1;UA-2019-06-12-000624-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ромашка"""")";13075;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ромашка"""")";"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Ромашка"""")";вул. М. Лагунової, 3-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-12-000817-c-L1;UA-2019-06-12-000817-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Лісова казка"""")";42413;"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Лісова казка"""")";"Послуги з інженерного проектування (послуги по виконанню робочого проекту ""Реконструкція комерційного вузла обліку газу та встановлення газового обладнання на території ДНЗ ""Лісова казка"""")";вул. Онікієнко Олега, 14-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-12-000085-c-L1;UA-2019-06-12-000085-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт електромережі на об'єкті: Дошкільний навчальний заклад комбінованого типу ""Барвінок"")";35295.01;"Завершальні будівельні роботи (поточний ремонт електромережі на об'єкті: Дошкільний навчальний заклад комбінованого типу ""Барвінок"")";"Завершальні будівельні роботи (поточний ремонт електромережі на об'єкті: Дошкільний навчальний заклад комбінованого типу ""Барвінок"")";вул. Короленка, 57-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-11-000568-c-L1;UA-2019-06-11-000568-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт вестибюля в ДНЗ ""Ластівка"")";199230.58;"Завершальні будівельні роботи (поточний ремонт вестибюля в ДНЗ ""Ластівка"")";"Завершальні будівельні роботи (поточний ремонт вестибюля в ДНЗ ""Ластівка"")";вул. Київська, 306;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-05-13-001559-c-L1;UA-2019-05-13-001559-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Обладнання для закладів громадського харчування (пароконвектомат в комплекті);628000;Обладнання для закладів громадського харчування (пароконвектомат в комплекті);Обладнання для закладів громадського харчування (пароконвектомат в комплекті);заклади освіти;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-07-000127-c-L1;UA-2019-06-07-000127-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Завершальні будівельні роботи (поточний ремонт коридору в ДНЗ ""Ромашка"")";198186;"Завершальні будівельні роботи (поточний ремонт коридору в ДНЗ ""Ромашка"")";"Завершальні будівельні роботи (поточний ремонт коридору в ДНЗ ""Ромашка"")";вул. М. Лагунової, 3А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-07-000359-c-L1;UA-2019-06-07-000359-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з технічного огляду та випробовувань (надання послуг з обстеження та оцінки технічного стану будівельних конструкцій ДНЗ ""Барвінок"")";61003.8;"Послуги з технічного огляду та випробовувань (надання послуг з обстеження та оцінки технічного стану будівельних конструкцій ДНЗ ""Барвінок"")";"Послуги з технічного огляду та випробовувань (надання послуг з обстеження та оцінки технічного стану будівельних конструкцій ДНЗ ""Барвінок"")";вул. М. Лагунової, 3-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-04-000122-c-L1;UA-2019-06-04-000122-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Мультимедійне обладнання (інтерактивний комплекс);162000;Мультимедійне обладнання (інтерактивний комплекс);Мультимедійне обладнання (інтерактивний комплекс);вул. Грушевського, 21-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-03-000119-c-L1;UA-2019-06-03-000119-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Прогулянкові та спортивні човни;107800.2;Прогулянкові та спортивні човни;Прогулянкові та спортивні човни;вул. Євгена Сверстюка, 6;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-04-10-000247-c-L1;UA-2019-04-10-000247-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Прогулянкові та спортивні човни;107800.2;Прогулянкові та спортивні човни;Прогулянкові та спортивні човни;вул. Євгена Сверстюка, 6;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-03-000214-c-L1;UA-2019-06-03-000214-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Встановлення опалювальних, вентиляційних систем і систем кондиціонування повітря (поточний ремонт системи вентиляції харчоблоку ДНЗ ""Сонечко"")";165919.69;"Встановлення опалювальних, вентиляційних систем і систем кондиціонування повітря (поточний ремонт системи вентиляції харчоблоку ДНЗ ""Сонечко"")";"Встановлення опалювальних, вентиляційних систем і систем кондиціонування повітря (поточний ремонт системи вентиляції харчоблоку ДНЗ ""Сонечко"")";вул. Корленко, 74;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2019-06-03-000325-c-L1;UA-2019-06-03-000325-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування вимірювальних, випробувальних і контрольних приладів (послуги з діагностики монометрів);2000;Послуги з ремонту і технічного обслуговування вимірювальних, випробувальних і контрольних приладів (послуги з діагностики монометрів);Послуги з ремонту і технічного обслуговування вимірювальних, випробувальних і контрольних приладів (послуги з діагностики монометрів);вул. Чорновола, 4;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
