;university_name;Назва
2609;"Дошкільний навчальний заклад №15 ""Дивограй"" Покровської міської ради Донецької області";Дивограй
12426;"Дошкільний навчальний заклад. ""Пізнайко""";Пізнайко
2608;"Дошкільний навчальний заклад №14 "" Веселка"" Покровської міської ради Донецької області"; Веселка
2426;"КОМУНАЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД (ДИТЯЧИЙ САДОК) №67 ""КОЛОСОК""";КОЛОСОК
1210;"Заклад дошкільної освіти ""Росинка"" Новоданилівської сільської ради Якимівської районної ради Запорізької області";Росинка
1212;"Заклад дошкільної освіти ""Джерельце"" Новоданилівської сільської ради Якимівської районної ради Запорізької області";Джерельце
2702;"Дошкільний навчальний заклад №16 ""Радість""";Радість
11317;"Комунальний заклад дошкільної освіти ""Богданівський дитячий ясла - садок ""Теремок"" загального розвитку""";Богданівський дитячий ясла - садок 
15765;"Приватний заклад освіти I-III ступенів ""Клевер Скул""";Клевер Скул
11635;"Сереховичівський дошкільний навчальний заклад (дитячий садок) ""Промінчик""";Промінчик
2071;"Комунальний заклад дошкільної освіти №5 ""Сонечко"" Сватівської міської ради Луганської області";Сонечко
15317;"ТОВ ""Центр розвитку дитини ""Дитяча країна""";Центр розвитку дитини 
11590;"Дошкільний навчальний заклад (дитячий садок ) ""Віночок"" Бориспільської міської ради Київської області";Віночок
16441;"ТОВ ""НВК ""Клевер Кідс Рів'єра Вілас"" Київська обл., Вишгородський район, с. Лебедівка, вул. Сагайдачного, буд. 50";НВК 
10409;"філія ""Новороманівський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІ ступенів"" ОНЗ ""Суботцівська загальноосвітня школа І-ІІІ ступенів"" Знамянської районної ради Кіровоградської області";Новороманівський навчально-виховний комплекс 
13455;"Структурний підрозділ дошкільної освіти ""Струмочок"" Берездівського ліцею Берездівської сільської ради Славутського району Хмельницької області";Струмочок
13458;"Структурний підрозділ дошкільної освіти ""Малинка"" Малоправутинського ліцею Берездівської сільської ради Славутського району Хмельницької області";Малинка
13456;"Структурний підрозділ дошкільної освіти ""Віночок"" Горицького ліцею Берездівської сільської ради Славутського району Хмельницької області";Віночок
13457;"Структурний підрозділ дошкільної освіти ""Джерельце""Мирутинського ліцею Берездівської сільської ради Славутського району Хмельницької області";Джерельце
13432;"Приватний дошкільний навчальний заклад (центр розвитку дитини) ""Казковий світ""";Казковий світ
11428;"Дошкільний навчальний заклад (ясла-садок) №7 ""Перлинка""";Перлинка
15032;"філія"" Навчально-виховний комплекс""загальноосвітній навчальний заклад"" І-ІІступенів - дошкільний навчальний заклад"" с. Ладанці опорного загальноосітнього навчального закладу"" Перемишлянська загальноосвітня школа І-ІІІ ступенів імені О.Ковча"" Перемишлянської районої ради Львівської області"; Навчально-виховний комплекс
15030;"Філія ""Навчально-виховний комплекс ""загальноосвітній навчальний заклад І ступеня - дошкільний навчальний заклад "" с.Білка"" опорного загальноосвітнього навчального закладу ""Перемишлянська загальноосвітня школа-гімназія І-ІІІ ступенів "" Перемишлянської районної ради Львівської області";Навчально-виховний комплекс 
15034;"Філія ""Навчально-виховний комплекс ""загальнооосвітній навчальний заклад І-ІІ ступенів - дошкільний навчальний заклад"" с.Любешка"" опорного загальнооосвітнього закладу ""Бібрська загальноосвітня школа І-ІІІ ступенів імені Уляни Кравченко""";Навчально-виховний комплекс 
15033;"Філія ""Навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІ ступенів -дошкільний навчальний заклад"" с.Серники"" опорного загальноосвітнього навчального закладу ""Бібрська загальноосвітня школа І-ІІІ ступенів імені Уляни Кравченко""";Навчально-виховний комплекс 
7284;"Андріївська філія опорного закладу ""Диканський навчально-виховний комплекс імені М.В. Гоголя ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Диканської районної ради Полтавської області""";Диканський навчально-виховний комплекс імені М.В. Гоголя 
13345;"Петро-Давидівська філія опорного закладу ""Диканський навчально-виховний комплекс імені М.В.Гоголя ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Диканської районної ради Полтавської області""";Диканський навчально-виховний комплекс імені М.В.Гоголя 
11775;"Комунальний дошкільний навчальний заклад ""Водограй""";Водограй
3678;"Філія ""Долинівський навчально-виховний комплекс""Загальноосвітня школа І - ІІ ступенів - дошкільний навчальний заклад"" опорного навчального закладу ""Арцизький навчально-виховний комплекс ""Загальноосвітня школа І - ІІІ ступенів № 1 - гімназія - Міжшкільний навчально-виробничий комбінат - Дошкільний навчальний заклад"" Арцизької районної ради Одеської області""";Долинівський навчально-виховний комплекс
4169;"Опорний заклад ""Навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний заклад"" смт. Затишшя Захарівського району Одеської області""";Навчально-виховний комплекс 
9832;"Заклад дошкільної освіти філії ""Копанівський НВК ""Загальноосвітня школа І - ІІ ступенів - ЗДО"" Підзамчівської ЗОШ І- ІІІ ступенів Радивилівської міської ради Радивилівського району Рівненської області";Копанівський НВК 
11613;"Ометинецький дошкільний навчальний заклад ""Пролісок"" Мельниківської сільської ради Вінницької області";Пролісок
10171;"Водянський дошкільний навчальний заклад ""Веселка"" Водянської сільської ради Кіровоградської області";Веселка
12594;"Порохнянський заклад дошкільної освіти ""Пролісок"" Війтовецької селищної ради Хмельницької області";Пролісок
12291;"Комунальний дошкільний навчальний заклад №24 ""Котигорошко"" Івано-Франківської міської ради,Івано-Франківської області";Котигорошко
15324;"КОМУНАЛЬНИЙ ЗАКЛАД ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД ЗАГАЛЬНОГО РОЗВИТКУ ДИТЯЧИЙ САДОК ""СОНЕЧКО"" ШАНДРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ";СОНЕЧКО
12318;"Заклад дошкільної освіти ""Дитячий садок ""Малятко"" Ковалівської сільської ради";Дитячий садок 
14841;"Рудянський дошкільний навчальний заклад ясла-садок ""Сонечко""";Сонечко
12373;"Комунальний заклад ""Трапівський навчально - виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - Дошкільний навчальний заклад""";Трапівський навчально - виховний комплекс 
11429;"Дошкільний навчальний заклад (ясла-садок) комбінованого типу "" Перлинка"" управління освіти і науки Броварської міської ради."; Перлинка
11676;"Комунальний заклад дошкільної освіти (дитячий садочок) ""Віночок"" с.Новий Корець Корецького району Рівненської області";Віночок
13074;"Комунальний дошкільний навчальний заклад комбінованого типу №42 ""Перлинка"" Чернівецької міської ради";Перлинка
15021;"Дошкільний навчальний заклад ""Колосочок"" с.Новосілка Білецької сільської ради Перемишлянського району Львівської області";Колосочок
3136;"Шибенська філія опорного загальноосвітнього навчального закладу Новозаліського навчально-виховного об""єднання ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""";єднання 
13122;"заклад дошкільної освіти ""Казка"" с.Лаврів";Казка
12679;"Одеський дошкільний навчальний заклад ""Ясла-садок"" № 48 Одеської міської ради Одеської області";Ясла-садок
4963;"Комунальний дошкільний навчальний заклад ""Ясла-садок"" № 16 ""Чайка"" Маріупольської міської ради Донецької облості.";Ясла-садок
15762;"ПРИВАТНИЙ ЗАКЛАД ""ЗДО ""ОБІЙМИ""";ЗДО 
13543;"Дошкільний навчальний заклад ""Намистинки"" Великовільшаницької сільської ради Золочівського району Львівської області";Намистинки
12198;"Надвірнянський заклад дошкільної освіти (ясла - садок) ""Сонечко""";Сонечко
12371;"Червоноволодимирівський дошкільний навчальний заклад ""Казка""";Казка
11683;"Льгівський комунальний заклад дошкільної освіти ""Сонечко"" Михайло-Коцюбинської селищної ради, Чернігівського району, Чернігівської області";Сонечко
8082;"ЗАКЛАД ДОШКІЛЬНОЇ ОСВІТИ ""КАЛИНКА"" ЗАГАЛЬНОГО ТИПУ С.МЕЛЮШКИ НОВОАВРАМІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ХОРОЛЬСЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ";КАЛИНКА
8329;"Залізницький заклад дошкільної освіти ""Дитячий садок ""Сончко"""" Любешівської селишної ради Волинської області";Дитячий садок 
8142;"Землянківський заклад дошкільної освіти ""Барвінок"" Землянківської сільської ради Глобинського району Полтавської області";Барвінок
12126;"Комунальний заклад дошкільної оствіти (дитячий садок) ""Веселка"" Раївської сільської ради Синельниківського району Дніпропетровської області";Веселка
3185;"Дошкільний навчальний заклад (ясла-садок) ""Колосочок"" Саливонківської сільської ради Васильківського району Київської області";Колосочок
12368;"Комунальний заклад Баранівський ДНЗ ""Казка""";Казка
13348;"Комунальне підприємство заклад дошкільної освіти (ясла-садок) ""Щаслива країна"" Софіївсько-Борщагівської сільської ради Києво-Святошинського району Київської області";Щаслива країна
5893;"КОМУНАЛЬНИЙ ЗАКЛАД ""ШЕВЧЕНКІВСЬКЕ НАВЧАЛЬНО-ВИХОВНЕ ОБ'ЄДНАННЯ ""ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ - ЗАКЛАД ДОШКІЛЬНОЇ ОСВІТИ"" ВЕЛИКОДИМЕРСЬКОЇ СЕЛИЩНОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ";ШЕВЧЕНКІВСЬКЕ НАВЧАЛЬНО-ВИХОВНЕ ОБ'ЄДНАННЯ 
5890;"Комунальний заклад ""Руднянське навчально-виховне об'єднання ""Заклад загальної середньої освіти-заклад дошкільної освіти""""";Руднянське навчально-виховне об'єднання 
5877;"Комунальний заклад ""Бобрицьке навчально-вих=овне об'єднання ""Заклад загальної середньої освіти-заклад дошкільної освіти"" Великодимерської селищної ради Броварського району Київської області";Бобрицьке навчально-вих=овне об'єднання 
6828;"Кунашівський заклад дошкільної освіти ""Сонечко"" Ніжинської міської ради Чернігівської області";Сонечко
14324;"ТОВ ""ЗДО ""Щястя""";ЗДО 
11630;"Дзвиняцький заклад дошкільної освіти (ясла-садок) ""Дзвіночок""";Дзвіночок
11572;"Заклад дошкільної освіти ""Дубочок"" с. Зубра";Дубочок
12513;"Заклад дошкільної освіти (дитячий садок) ""Мрія""";Мрія
12027;"Комунальна установа Заклад дошкільної освіти ""Пролісок"" с. Виноградне Заліщицької районної ради";Пролісок
16589;"ТОВ ""Центр розвитку дитини"" ""Маленький Шекспір""";Центр розвитку дитини
13430;"Приватний заклад дошкільної освіти "" Мої обрії"" з поглибленим вивченням іноземних мов на основі християнських цінностей"; Мої обрії
3742;"Заклад дошкільної освіти ясла –садок ""Ягідка"" комунальної форми власності Шабівської сільської ради Білгород-Дністровського району, Одеської області";Ягідка
13306;"Приватний заклад дошкільної та загальної середньої освіти ""Українська дитяча академія""";Українська дитяча академія
12353;"Комунальний заклад дошкільної освіти №6 ""Сватівський центр розвитку дитини"" Сватівської міської ради Луганської області";Сватівський центр розвитку дитини
14423;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР РОЗВИТКУ ДИТИНИ ""МЕРІ ПОППІНС""";ЦЕНТР РОЗВИТКУ ДИТИНИ 
9944;"Озерський навчально - виховний комплекс комунального закладу "" Павлівське навчально - виховне об'єднання"" Загальноосвітня школа І -ІІІ ступенів - дошкільний навчальний заклад""Світловодської районної ради Кіровоградської області"""; Павлівське навчально - виховне об'єднання
2767;"Билбасівський заклад дошкільної освіти (ясла-садок) ""Теремок""";Теремок
2773;"Андріївський заклад дошкільної освіти (ясла-садок) ""Сонечко""";Сонечко
12071;"Березівський заклад дошкільної освіти (дитячий садок) ""Берізонька"" Засульської сілької ради Полтавської області";Берізонька
2786;"Сергіївський заклад дошкільної освіти (ясла-садок) ""Колосок""";Колосок
14584;"Заклад дошкільної освіти ""Капітошка"", фонтанської сільської ради, лиманського р-н, одеської обл.";Капітошка
2780;"Мирненський заклад дошкільної освіти (ясла- садок) ""Ракета"" Мирненської сільської ради Слов'янського району Донецької області";Ракета
15987;"Заклад Дошкільної Освіти ""Ялинка"" Релігійної громади Реформатської церкви с.Чорний Потік Виноградівського району";Ялинка
2783;"Дмитрівський заклад дошкільної освіти (ясла-садок) ""Ромашка"", Дмитрівської сільської ради";Ромашка
12051;"Дрижиногреблянський заклад дошкільної освіти ""Малятко"" Кобеляцької районної ради Полтавської області";Малятко
10120;"Юріївська філія ""навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІ ступенів - дошкільний навчальний заклад"" Снігурівської загальноосвітньої школи І-ІІІ ступенів Снігурівської районної ради Миколаївської області";навчально-виховний комплекс 
12436;"Комунальний заклад дошкільної освіти ""Орлятко"" Орлянської сільської ради Василівського району Запорізької області";Орлятко
1111;"Старобогданівська філія І-ІІ ступенів КЗ ЗСО І-ІІІ ст. "" Успіх"" Новобогданівської сільської ради Мелітопольського району Запорізької області"; Успіх
11667;"Товариство з обмеженою відповідаьністю ""Харківська приватна початкова школа""Веселі сходинки""Харківської області";Харківська приватна початкова школа
14464;"Заклад дошкільної освіти (ясла-садок) комбінованого типу ""Оленка"" Броварської міської ради Київської області";Оленка
12389;"Комунальний заклад дошкільної освіти ""Дитячий садок ""Волошка"" Заворсклянської сільської ради Полтавського району Полтавської області";Дитячий садок 
11644;"Цвікловецький заклад дошкільної освіти ""Гномик""";Гномик
16603;"Комунальний заклад дошкільної освіти ясла-садок ""Лісова казка"" Пологівського району Запорізької області";Лісова казка
15640;"Заклад дошкільної освіти ""Дивосвіт""";Дивосвіт
11632;"Саранчуківський заклад дошкільної освіти ""Сонечко"" Саранчуківської сільської ради Бережанського району Тернопільської області";Сонечко
14163;"Лисятицький заклад дошкільної освіти ""Ластівка"" Стрийського району Львівської області";Ластівка
2776;"Микільський Заклад Дошкільної Освіти (дитячого садка) ""Золота рибка"" Хрестищенської сільської ради Слов'янського району Донецької області";Золота рибка
12445;"Олександрівський заклад дошкільної освіти (дитячий садок) ""Рукавичка"" Великописарівської районної ради Сумської області";Рукавичка
2777;"Хрестищенський заклад дошкільної освіти (дитячий садок) ""Берізка"" Хрестищенської сільської ради Слов'янської району Донецької області";Берізка
12433;"Грушинська філія І ступеня з дошкільним підрозділом Опорного закладу ""Новоаврамівський ліцей Новоаврамівської сільської ради Хорольського району Полтавської області""";Новоаврамівський ліцей Новоаврамівської сільської ради Хорольського району Полтавської області
11755;"Тополівська філія Комунальний заклад ""Хащуватський ліцей""";Хащуватський ліцей
11756;"Мощенська філія Комунальний заклад ""Хащуватський ліцей"", Гайворонської районної ради, Кіровоградської області";Хащуватський ліцей
2775;"Долинський заклад дошкільної освіти (дитячий садок)""Ромашка""Долинської сільської ради Слов""янського району Донецької області";Ромашка
13462;"Структурний підрозділ дошкільної освіти ""Веселка"" Великоправутинської гімназії Берездівської сільської ради Славутського району Хмельницької області";Веселка
13461;"Структурний підрозділ дошкільної освіти ""Полуничка"" Манятинської гімназії Берездівської сільської ради Славутського району Хмельницької області";Полуничка
13463;"Структурний підрозділ дошкільної освіти ""Рукавичка""Ставичанської початкової школи Берездівської сільської ради Славутського району Хмельницької області";Рукавичка
13459;"Структурний підрозділ дошкільної освіти ""Лісовичок"" Сьомаківської гімназії Берездівської сільської ради Славутського району";Лісовичок
13464;"Структурний підрозділ дошкільної освіти ""Соняшник""Мухарівської гімназії Берездівської сільської ради Славутського району Хмельницької області";Соняшник
13460;"Структурний підрозділ дошкільної освіти ""Калинка"" Дяківської гімназії Берездівської сільської ради Славутського району Хмельницької області";Калинка
11190;"філія ""Підлісецький ЗЗСО І - ІІ ступенів - ЗДО"" ОЗ ""Мостиський ЗЗСО № 2 І - ІІІ ступенів""";Підлісецький ЗЗСО І - ІІ ступенів - ЗДО
13864;"Таранівський заклад дошкільної освіти ""Ромашка"" (ясла-садок) Таранівської сільської ради Зміївського району Харківської області";Ромашка
13387;"Хмельницький дошкільний навчальний заклад № 7 ""Козачок"" Департаменту освіти та науки Хмельницької міської ради";Козачок
13549;"Кормильчанський заклад дошкільної освіти ""Сонечко""";Сонечко
14418;"Землянська філія комунального закладу ""Варварівський ліцей Вовчанської районної ради Харківської області""";Варварівський ліцей Вовчанської районної ради Харківської області
11471;"Дошкільний навчальний заклад комбінованого типу (ясла-садок) №8 ""Колібрі"" Ірпінської міської ради Київської області";Колібрі
14417;"Лиманська філія комунального закладу ""Вільчанський ліцей Вовчанської районної ради Харківської області""";Вільчанський ліцей Вовчанської районної ради Харківської області
2768;"Райгородоцький заклад дошкільної освіти (ясла-садок) ""Ялинка"" Райгородоцької селищної ради Слов'янського району Донецької області";Ялинка
14585;"Шомполівський навчальний заклад (ясла- садок) ""лелечатко""";лелечатко
7723;"Скороходівський дошкільний навчальний заклад ""Теремок"" Скороходівської селещної ради";Теремок
2785;"Рай-Олександрівський заклад дошкільної освіти ""ТЕРЕМОК"" Миколаївської міської ради Слов'янського району Донецької області";ТЕРЕМОК
2778;"Малинівський заклад дошкільної освіти ""Сонечко"" Миколаївської міської ради Слов'янського району Донецької області";Сонечко
13816;"Одринський заклад дошкільної освіти (дитячий садок) ""Світлячок"" Нововодолазької селищної ради Харківської області";Світлячок
14236;"Тарасівський заклад дошкільної овіти ""Ромашка"" Тарасівської сільської ради Тульчинського району Вінницької області";Ромашка
12909;"Оліївський заклад дошкільної освіти (дитячий садок) ""Джерельце""";Джерельце
12816;"Одеський заклад дошкільної освіти ""Ясла-садок"" №41 Одеської міської ради Одеської області";Ясла-садок
129;"Комунальний заклад дошкільної освіти (ясла-садок) №15 ""Барвінок"" Жовтоводської міської ради";Барвінок
12802;"Шестаківський дошкільний навчальний заклад (ясла-садок) ""Веселка"" Старосалтівської селищної ради Вовчанського району Харківської області";Веселка
4836;"Заклад дошкільної освіти №6 ""Мальвіна"" Мирноградської міської ради Донецької області";Мальвіна
4050;"Комунальна установа Доброолександрівський заклад дошкільної освіти (ясла-садок) ""Джерельце""";Джерельце
2410;"Дитячий навчальний заклад (ясла-садок) № 48 ""Малятко"" Військово-цивільної адміністрації міста Волноваха Волноваського района Донецької області";Малятко
4561;"Солончаківський заклад дошкільної освіти ""Барвінок"" Куцурубської сільської ради об""єднаної територіальної громади Очаківського району Миколаївської області";Барвінок
9279;"Комунальний заклад ""Дитячий садок""Краплинка""Чоповицької селищної ради Малинського району Житомирської області";Дитячий садок
6305;"Таганчанський відокремлений (структурний) підрозділ дошкільної освіти ""Роамшка"" юридичної особи Комунального закладу ""Загальноосвітня школа І-ІІІ ступенів Таганчанської сільської ради Черкаської області""";Роамшка
367;"Заліський заклад дошкільної освіти (дитячий садок) ""Берізка"" Заліської сільської ради Тальнівського району, Черкаської області";Берізка
7263;"Дошкільний навчальний заклад дитячий садок "" Дюймовочка""Шишацької селищної ради Полтавської області"; Дюймовочка
15135;"Комунальне підприємство ""Полтавський обласний санаторій для дітей з порушенням опорно-рухового апарату Полтавської обласної ради""";Полтавський обласний санаторій для дітей з порушенням опорно-рухового апарату Полтавської обласної ради
14373;"Дочірнє підприємство ПАТ""СУМБУД"" НВК ""ПРОСПЕРІТАС"" Сумської міської ради";СУМБУД
14569;"Комунальний заклад ""Навчально-виховний комплекс ""Спеціалізована школа І-ІІ ступенів з поглибленим вивченням природничих наук-ліцей № 293"" Деснянського району міста Києва";Навчально-виховний комплекс 
15071;"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Хаджибей""";Дитячий спеціалізований спеціальний клінічний санаторій 
15073;"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Люстдорф""";Дитячий спеціалізований спеціальний клінічний санаторій 
14380;"ЗОШ І-ІІ ступенів КП ""Волинський обласний санаторій ""Згорани"" Волинської обласної ради";Волинський обласний санаторій 
15182;"ЗОШ І-ІІ ст. ОКМУ ""ОДПТС ""Садгора""";ОДПТС 
7986;"комунальний заклад ""Ліцей ""Сокіл"" Міської ради міста Кропивницького""";Ліцей 
14344;"Комунальний заклад Львівської обласної ради ""Львівське училище фізичної культури""";Львівське училище фізичної культури
10067;"Комунальний заклад ""Рівненський обласний науковий ліцей-інтернат ІІ-ІІІ ступенів"" Рівненської обласної ради";Рівненський обласний науковий ліцей-інтернат ІІ-ІІІ ступенів
2964;"Комунальний заклад ""Оршівський дитячий будинок санаторного типу""";Оршівський дитячий будинок санаторного типу
14453;"Марянівський навчально-виховний комплекс ""ДНЗ-ЗОШ"" Іступеня";ДНЗ-ЗОШ
3150;"Комунальний заклад ""Навчально-виховний комплекс Загальноосвітня школа І-ІІІ ступенів - дитячий садок с. Мізяків Калинівського району Вінницької області""";Навчально-виховний комплекс Загальноосвітня школа І-ІІІ ступенів - дитячий садок с. Мізяків Калинівського району Вінницької області
3538;"Комунальний заклад ""Каташинська середня загальноосвітня школа І-ІІ ступенів Чечельницького району Вінницької області""";Каташинська середня загальноосвітня школа І-ІІ ступенів Чечельницького району Вінницької області
3540;"Комунальний заклад ""Рогізківська середня загальноосвітня школа І-ІІ ступенів Чечельницького району Вінницької області""";Рогізківська середня загальноосвітня школа І-ІІ ступенів Чечельницького району Вінницької області
3539;"Комунальний заклад ""Любомирський навчально-виховний комплекс І-ІІ ступенів ""загальноосвітній навчальний заклад - дошкільний навчальний заклад"" Чечельницької районної ради Вінницької області";Любомирський навчально-виховний комплекс І-ІІ ступенів 
12512;"Комунальний навчально-виховний комплекс ""Рубіжанський ліцей"" Рубіжанської міської ради Луганської області";Рубіжанський ліцей
4969;"Навчально-виховний комплекс ""Ліцей із загальноосвітньою школою І-ІІІ ступенів"" Костянтинівської міської ради Донецької області";Ліцей із загальноосвітньою школою І-ІІІ ступенів
10258;"Опорний навчальний заклад ""Левківська загальноосвітня школа І-ІІІ ступенів"" Житомирської районної ради";Левківська загальноосвітня школа І-ІІІ ступенів
9549;"КЗ ""Іванопільський ліцей"" Чуднівської районної ради Житомирської області";Іванопільський ліцей
12640;"Опорний заклад ""Білчанський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів ім.О.Одарія - дитячий садок"" Іванівської районної ради Одеської області""";Білчанський навчально-виховний комплекс 
8227;"Суходільський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів, дошкільний навчальний заклад ""Золотий ключик"" Глухівської районної ради Сумської області";Золотий ключик
14540;"Комунальний заклад ""Навчально-виховний комплекс ""Спеціалізована школа І ступеня з поглибленим вивченням української мови-гімназія №39 імені гетьмана України Бегдана Хмельницьского "" Деснянського району міста Києва";Навчально-виховний комплекс 
15104;"Комунальний спеціалізований навчальний заклад спортивного профілю ""Дніпропетровське вище училище фізичної культури"" Дніпропетровської обласної ради""";Дніпропетровське вище училище фізичної культури
14435;"Комунальний заклад освіти""Нікопольська загальноосвітня санаторна школа-інтернат І-ІІІ ступенів ""Гармонія""Дніпропетровської обласної ради""";Нікопольська загальноосвітня санаторна школа-інтернат І-ІІІ ступенів 
14348;"Комунальний заклад Львівської обласної ради ""Винниківська загальноосвітня санаторна школа-інтернат І-ІІІ ступенів""";Винниківська загальноосвітня санаторна школа-інтернат І-ІІІ ступенів
14368;"Комунальний заклад Львівської обласної ради ""Сокальська загальноосвітня санаторна школа-інтернат І-ІІІ ст. імені Т. Шевченка""";Сокальська загальноосвітня санаторна школа-інтернат І-ІІІ ст. імені Т. Шевченка
14367;"Комунальний заклад Львівської обласної ради ""Самбірська спеціальна загальноосвітня школа-інтернат І-ІІ ступенів ""Берегиня""";Самбірська спеціальна загальноосвітня школа-інтернат І-ІІ ступенів 
14349;"Комунальний заклад Львівської обласної ради "" Добромильська спеціальна загальноосвітня школа-інтернат І -ІІ ступенів"""; Добромильська спеціальна загальноосвітня школа-інтернат І -ІІ ступенів
6212;"Комунальний заклад ""Загальноосвітня школа-інтернат І-ІІІ ступенів-центр загальної і профільної освіти та комплексної реабілітації"" Миколаївської обласної ради";Загальноосвітня школа-інтернат І-ІІІ ступенів-центр загальної і профільної освіти та комплексної реабілітації
6209;"Вознесенська загальноосвітня школа-інтернат І-ІІІ ступенів ""Обдарованість"" Миколаївської обласної ради";Обдарованість
9584;"Березнівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів - ліцей з професійним навчанням"" Березнівської районної ради Рівненської області";Загальноосвітня школа І-ІІ ступенів - ліцей з професійним навчанням
10064;"Комунальний заклад ""Вербська санаторна школа І-ІІІ ступенів"" Рівненської обласної ради";Вербська санаторна школа І-ІІІ ступенів
10065;"Комунальний заклад ""Клеванська санаторна школа І-ІІІ ступенів"" Рівненської обласної ради";Клеванська санаторна школа І-ІІІ ступенів
